customer_id,signup_date,last_active_date,age,region,city_raw,customer_segment,acquisition_channel,product_plan,device_type,monthly_sessions,avg_monthly_spend,discount_pct,support_tickets_90d,satisfaction_score,estimated_income_czk,payment_method,churned
100016,2023-11-05,2026-04-17,53.0,Other,Unknown,Small Business,Organic Search,Plus,mobile,14.0,3507.01,20.2,1.0,5.5,64800.0,card,0
100017,2025-08-25,2026-04-08,40.0,Liberec,Liberec,Small Business,Email Campaign,Premium,tablet,12.0,2703.02,15.3,2.0,9.6,64800.0,card,0
100018,2024-02-09,2026-04-19,52.0,Ostrava,ostrava,Student,Organic Search,Basic,mobile,2.0,249.46,11.5,0.0,6.4,15700.0,card,0
100019,2022-12-10,2026-04-20,36.0,Brno,Brno,Young Professional,Organic Search,Premium,mobile,6.0,915.92,31.0,1.0,7.0,20200.0,bank_transfer,0
100020,2025-12-08,2026-04-25,38.0,Other,other,Young Professional,Referral,Premium,mobile,22.0,4481.68,19.3,2.0,7.5,36900.0,paypal,0
100021,2024-03-16,2026-03-14,42.0,Ostrava,ostrava,Retired,Paid Ads,Basic,desktop,3.0,177.42,22.1,1.0,6.3,52200.0,paypal,0
100022,2023-01-21,2026-04-24,45.0,Olomouc,Olomouc,Student,Organic Search,Business,mobile,11.0,4765.14,9.6,0.0,,15600.0,card,0
100023,2025-04-30,2026-04-18,27.0,Ostrava,Ostrava,Young Professional,Email Campaign,Basic,mobile,7.0,624.88,10.2,1.0,6.1,37300.0,card,0
100024,2024-08-13,2026-03-31,38.0,Prague,PRG,Family,Direct,Premium,desktop,15.0,0.0,3.6,0.0,7.7,67500.0,card,0
100025,2022-10-04,2026-04-08,29.0,Ostrava,ostrava,Family,Paid Ads,Basic,mobile,9.0,897.99,31.7,4.0,6.1,78800.0,card,0
100026,2025-03-30,2026-01-14,58.0,Other,other,Student,Social Media,Plus,mobile,0.0,0.0,5.5,0.0,6.4,27600.0,card,0
100027,2023-04-05,2026-04-06,18.0,Brno,Brno,Retired,Email Campaign,Business,tablet,11.0,2567.48,11.5,2.0,6.9,27900.0,card,0
100028,not_available,2026-03-26,46.0,Olomouc,Olomouc,Student,Social Media,Basic,desktop,5.0,715.73,16.9,0.0,6.7,14100.0,paypal,0
100029,2022-01-22,2026-02-15,28.0,Prague,prague,Young Professional,,Basic,mobile,0.0,0.0,31.2,0.0,7.0,76800.0,card,0
100030,2025-03-16,2026-04-24,23.0,Other,Other,Family,Social Media,Basic,tablet,2.0,105.81,12.7,3.0,5.0,69800.0,card,0
100031,2024-01-18,2026-04-28,34.0,Other,Other,Young Professional,Email Campaign,Basic,desktop,8.0,728.97,34.6,0.0,6.0,36500.0,card,0
100032,2024-05-06,2026-04-26,55.0,Brno,brno,Student,Direct,Basic,desktop,7.0,432.58,16.3,1.0,6.2,24000.0,card,0
100033,2023-04-20,2026-03-29,30.0,Ostrava,Ostrava,Retired,Email Campaign,Plus,mobile,4.0,690.22,7.9,2.0,8.5,41100.0,bank_transfer,0
100034,2023-03-25,2026-04-19,18.0,Prague,prague,Student,Paid Ads,Premium,desktop,9.0,3623.18,38.1,2.0,8.7,20800.0,card,0
100035,2023-05-26,2026-04-03,26.0,Prague,prague,Student,Social Media,Premium,mobile,9.0,1978.68,12.0,1.0,8.7,29900.0,bank_transfer,0
100036,2023-12-01,2026-04-19,40.0,Plzen,plzeň,Small Business,Direct,Plus,mobile,12.0,2375.2,12.8,1.0,9.8,44100.0,card,0
100037,2024-11-14,2026-04-24,18.0,Plzen,Pilsen,Young Professional,Referral,Basic,mobile,11.0,568.38,7.6,0.0,7.7,41200.0,card,0
100038,2022-07-09,2026-04-25,47.0,Brno,Brno,Small Business,Organic Search,Basic,mobile,11.0,974.61,19.0,3.0,6.6,82500.0,card,0
100039,2024-08-15,2026-04-17,18.0,,BRN,Student,Social Media,Plus,unknown,3.0,396.98,16.6,2.0,7.9,17600.0,card,0
100040,2023-11-18,2026-04-11,32.0,Ostrava,ostrava,Student,Social Media,Basic,desktop,6.0,479.5,8.6,2.0,6.9,14100.0,bank_transfer,0
100041,2023-12-25,2026-04-04,49.0,Other,Unknown,Young Professional,Organic Search,Plus,desktop,9.0,977.76,3.3,1.0,,28500.0,bank_transfer,0
100042,2023-07-17,2026-03-27,31.0,Prague,Praha,Family,Organic Search,Plus,mobile,7.0,1298.34,23.1,1.0,6.6,37600.0,paypal,0
100043,2025-06-21,2026-04-09,21.0,Ostrava,ostrava,Family,Social Media,Basic,mobile,4.0,514.71,12.6,5.0,5.0,28900.0,bank_transfer,0
100044,2024-04-11,2026-03-29,37.0,Prague,Praha,Young Professional,Partner,Plus,desktop,13.0,822.75,8.6,0.0,9.4,60500.0,bank_transfer,0
100045,2025-02-28,2026-04-29,32.0,Ostrava,ostrava,Family,Organic Search,Basic,mobile,6.0,214.86,19.0,4.0,4.4,57500.0,card,0
100046,2023-10-09,2026-04-15,54.0,Brno,BRN,Family,Social Media,Basic,desktop,4.0,1236.87,10.2,1.0,7.7,70800.0,bank_transfer,0
100047,2022-03-02,2026-04-04,49.0,Prague,prague,Family,Referral,Basic,tablet,8.0,434.54,22.3,2.0,6.8,139300.0,card,0
100048,2024-04-20,2026-04-10,45.0,Prague,Prague,Retired,Paid Ads,Basic,desktop,5.0,234.04,31.0,1.0,6.9,45400.0,bank_transfer,0
100049,2022-06-16,2026-04-24,38.0,Ostrava,Ostrava,Small Business,Direct,Plus,tablet,8.0,1018.03,10.3,2.0,7.7,64500.0,card,0
100050,2025-07-21,2026-04-21,35.0,Prague,Praha,Small Business,Direct,Plus,desktop,16.0,1623.76,5.0,0.0,5.7,138200.0,,0
100051,2023-01-23,2026-04-21,35.0,Brno,BRN,Young Professional,Organic Search,Basic,mobile,6.0,464.98,15.2,3.0,4.9,39100.0,card,0
100052,2023-03-13,2026-04-17,18.0,Prague,Prague,Family,Email Campaign,Plus,mobile,8.0,1034.96,6.2,3.0,4.3,118600.0,bank_transfer,0
100053,2022-11-12,2026-04-13,38.0,Brno,brno,Young Professional,Email Campaign,Basic,desktop,9.0,710.98,10.3,0.0,8.0,57800.0,card,0
100054,2022-01-14,2026-04-15,28.0,Ostrava,Ostrava,Young Professional,Direct,Plus,desktop,18.0,4272.87,9.7,0.0,8.2,85900.0,bank_transfer,0
100055,2022-08-30,2026-04-27,37.0,Liberec,Liberec,Family,Organic Search,Basic,mobile,5.0,288.74,24.3,0.0,8.4,,paypal,0
100056,2024-02-16,2026-04-19,39.0,Other,Other,Small Business,Direct,Basic,mobile,9.0,1502.03,5.3,1.0,6.8,62600.0,bank_transfer,0
100057,2025-10-01,2026-04-01,32.0,Brno,brno,Young Professional,Paid Ads,Basic,desktop,8.0,1199.63,12.6,6.0,5.5,51500.0,bank_transfer,0
100058,2023-07-19,2026-03-31,50.0,Other,other,Young Professional,Direct,Basic,mobile,15.0,1610.22,14.6,0.0,6.6,57900.0,paypal,0
100059,2024-11-12,2026-03-31,24.0,Prague,PRG,Retired,Direct,Premium,desktop,4.0,1139.17,36.1,3.0,6.7,26800.0,card,0
100060,2025-09-25,2026-04-26,32.0,Prague,prague,Young Professional,Email Campaign,Premium,mobile,14.0,5511.1,7.6,1.0,9.6,66300.0,card,0
100061,2022-04-02,2026-04-21,34.0,Other,Other,Family,Paid Ads,Basic,mobile,3.0,334.05,32.7,2.0,4.9,54100.0,card,0
100062,2025-10-22,2026-04-20,53.0,Ostrava,ostrava,Student,Email Campaign,Basic,desktop,7.0,988.96,6.4,0.0,9.2,,card,0
100063,2024-08-13,2026-04-19,38.0,Brno,brno,Young Professional,Paid Ads,Basic,desktop,8.0,1105.62,22.9,1.0,4.6,22500.0,cash,0
100064,2025-12-22,2025-11-28,38.0,Other,Other,Young Professional,Paid Ads,Plus,desktop,0.0,0.0,15.7,0.0,,74700.0,card,0
100065,2024-11-24,2026-04-23,49.0,Liberec,liberec,Student,Email Campaign,Basic,mobile,5.0,304.61,1.6,1.0,7.2,20200.0,card,0
100066,2024-02-15,2026-04-02,31.0,Other,Unknown,Family,Social Media,Plus,mobile,7.0,2868.52,5.1,1.0,7.5,33900.0,card,0
100067,2023-11-08,2026-04-25,49.0,Brno,BRN,Young Professional,Paid Ads,Basic,mobile,10.0,600.53,30.3,3.0,6.2,36700.0,paypal,0
100068,2022-07-25,2026-04-08,43.0,,Unknown,Young Professional,Social Media,Plus,tablet,4.0,496.6,16.9,1.0,7.9,41200.0,card,0
100069,2025-01-09,2026-04-25,54.0,Plzen,Plzen,Small Business,Direct,Basic,desktop,13.0,2074.04,1.3,0.0,7.7,79400.0,bank_transfer,0
100070,2025-11-12,2026-04-27,33.0,Olomouc,Olomouc,Young Professional,Social Media,Basic,desktop,4.0,1845.67,4.4,3.0,4.6,34000.0,card,0
100071,2024-10-22,2026-03-25,34.0,Brno,BRN,Young Professional,Organic Search,Basic,mobile,11.0,560.73,13.9,0.0,8.8,56300.0,bank_transfer,0
100072,2024-10-18,2026-04-23,40.0,Prague,Prague,Retired,Social Media,Business,mobile,10.0,1337.91,2.2,2.0,5.6,34000.0,card,0
100073,2025-11-14,2026-04-08,37.0,Brno,Brno,Student,Social Media,Premium,desktop,6.0,2597.84,23.0,2.0,7.8,13400.0,paypal,0
100074,2023-07-20,2026-04-14,48.0,Plzen,Pilsen,Retired,Social Media,Basic,mobile,4.0,224.38,12.3,2.0,5.8,39200.0,card,0
100075,2025-02-03,2026-04-05,35.0,Olomouc,olomouc,Young Professional,Email Campaign,Plus,mobile,7.0,1663.3,21.7,2.0,7.4,30500.0,card,0
100076,2023-12-04,2026-04-18,24.0,Ostrava,ostrava,Small Business,Partner,Plus,desktop,15.0,3209.98,18.6,2.0,7.3,62700.0,card,0
100077,2023-02-06,2026-04-28,56.0,Olomouc,Olomouc,Young Professional,Organic Search,Basic,desktop,10.0,1972.59,14.0,2.0,6.0,30900.0,card,0
100078,2023-12-31,2026-04-24,63.0,Olomouc,olomouc,Young Professional,Organic Search,Basic,desktop,12.0,1469.02,25.9,1.0,7.7,38400.0,cash,0
100079,2022-06-11,2026-04-23,18.0,Olomouc,Olomouc,Young Professional,Email Campaign,Plus,mobile,9.0,1293.35,19.9,1.0,6.3,28000.0,card,0
100080,2022-07-21,2026-04-22,44.0,Prague,Prague,Retired,Referral,Premium,desktop,14.0,3617.91,5.5,2.0,6.3,35500.0,card,0
100081,2024-09-22,2026-04-18,48.0,,Brno,Family,Email Campaign,Plus,desktop,10.0,1123.99,7.5,0.0,6.0,83500.0,bank_transfer,0
100082,2022-09-27,2026-04-24,41.0,Liberec,liberec,Young Professional,Paid Ads,Plus,desktop,5.0,1232.97,11.1,1.0,7.4,64900.0,card,0
100083,2024-03-18,2026-04-24,58.0,Other,other,Family,Direct,Plus,mobile,8.0,956.75,3.7,2.0,5.2,32700.0,paypal,0
100084,2025-07-18,2026-04-15,21.0,Ostrava,ostrava,Small Business,Referral,Plus,desktop,13.0,22600.329768062566,0.0,2.0,5.9,83400.0,card,0
100085,2023-04-01,2026-04-06,31.0,Other,Other,Young Professional,Direct,Basic,mobile,7.0,551.18,7.9,2.0,5.3,47300.0,bank_transfer,0
100086,2025-03-16,2026-04-11,39.0,Prague,Prague,Young Professional,Paid Ads,Basic,mobile,9.0,1298.3,19.4,2.0,8.4,52700.0,paypal,0
100087,2024-10-13,2026-04-20,50.0,Prague,prague,Family,Paid Ads,Basic,mobile,6.0,426.68,28.8,1.0,6.3,55300.0,card,0
100088,2022-10-23,2026-04-08,54.0,Ostrava,Ostrava,Retired,Organic Search,Basic,mobile,3.0,170.36,23.0,2.0,6.1,17800.0,bank_transfer,0
100089,2023-12-21,2026-04-25,22.0,Ostrava,ostrava,Young Professional,Direct,Plus,desktop,10.0,1351.25,10.5,1.0,7.8,51600.0,card,0
100090,2022-12-04,2026-03-30,18.0,Brno,brno,Family,Direct,Plus,mobile,13.0,2475.45,0.6,2.0,4.8,73800.0,card,0
100091,2024-05-28,2026-04-23,48.0,Brno,BRN,Student,Direct,Plus,mobile,4.0,707.62,6.3,2.0,6.1,22200.0,card,0
100092,2023-11-09,2026-04-22,40.0,Ostrava,ostrava,Small Business,Email Campaign,Premium,desktop,20.0,5407.57,6.2,0.0,7.8,58800.0,card,0
100093,2024-03-02,2026-04-23,40.0,Brno,Brno,Young Professional,Referral,Basic,mobile,6.0,1010.35,18.3,4.0,4.5,34700.0,cash,0
100094,2022-08-05,2026-04-15,48.0,Prague,prague,Young Professional,Paid Ads,Plus,tablet,6.0,862.77,42.0,0.0,7.5,22800.0,card,0
100095,2024-02-03,2026-04-11,27.0,Other,Other,Family,Paid Ads,Basic,mobile,6.0,403.39,39.6,0.0,8.0,31400.0,bank_transfer,0
100096,2022-07-07,2026-03-27,35.0,Liberec,Liberec,Family,Email Campaign,Business,mobile,12.0,5630.75,4.1,0.0,9.2,53000.0,card,0
100097,2025-03-28,2026-04-27,45.0,Other,Unknown,Young Professional,Paid Ads,Plus,unknown,7.0,1431.71,20.5,,,32700.0,bank_transfer,0
100098,2023-05-08,2026-04-24,26.0,Brno,BRN,Small Business,Email Campaign,Premium,tablet,19.0,7745.34,13.1,1.0,7.1,34200.0,card,0
100099,2024-11-30,2026-02-04,31.0,Brno,BRN,Small Business,Partner,Plus,desktop,0.0,0.0,10.8,1.0,,137700.0,paypal,0
100100,2025-03-26,2026-04-15,39.0,Other,other,Family,Organic Search,Basic,mobile,5.0,0.0,4.7,2.0,7.4,29300.0,paypal,0
100101,2022-01-15,2026-04-02,45.0,Other,Unknown,Student,Organic Search,Premium,desktop,10.0,2288.97,14.1,3.0,6.9,21700.0,bank_transfer,0
100102,2022-03-06,2026-03-30,19.0,Other,Unknown,Retired,Organic Search,Basic,mobile,3.0,118.03,36.8,2.0,4.6,50800.0,paypal,0
100103,2023-06-05,2026-04-22,47.0,Plzen,Pilsen,Family,Organic Search,Premium,mobile,7.0,1827.48,17.5,2.0,,48200.0,cash,0
100104,2025-09-29,2026-04-15,44.0,Prague,PRG,Young Professional,Social Media,Plus,mobile,6.0,0.0,8.6,0.0,7.2,64800.0,card,0
100105,2025-02-26,2026-04-19,27.0,Plzen,Pilsen,Retired,Social Media,Premium,desktop,12.0,2341.97,2.5,1.0,8.5,39900.0,card,0
100106,2023-10-10,2026-04-04,67.0,Plzen,Plzen,Retired,Social Media,Plus,desktop,5.0,360.03,10.8,4.0,3.9,19300.0,card,0
100107,2024-12-22,2026-04-13,26.0,Other,Other,Family,Social Media,Business,mobile,11.0,5810.41,19.3,2.0,6.8,50300.0,bank_transfer,0
100108,2025-03-08,2026-01-29,48.0,Brno,BRN,Small Business,Organic Search,Plus,desktop,0.0,0.0,4.4,1.0,6.2,55700.0,card,0
100109,2023-08-16,2026-03-30,42.0,Prague,PRG,Young Professional,Paid Ads,Basic,mobile,10.0,2930.91,27.7,0.0,8.3,39200.0,card,0
100110,not_available,2026-04-12,33.0,Prague,Praha,Young Professional,Paid Ads,Plus,unknown,9.0,1550.99,16.2,1.0,5.9,45500.0,card,0
100111,2023-02-23,2026-04-22,39.0,Prague,Praha,Family,Referral,Business,mobile,20.0,15397.17,0.0,1.0,6.1,45500.0,bank_transfer,0
100112,2023-11-27,2026-04-26,45.0,Plzen,Plzen,Retired,Direct,Premium,desktop,9.0,0.0,7.5,1.0,6.5,24100.0,bank_transfer,0
100113,2023-01-14,2026-04-10,75.0,Other,Other,Family,Partner,Plus,mobile,12.0,865.17,38.7,1.0,7.2,38300.0,card,0
100114,2022-08-19,2026-04-18,19.0,Brno,BRN,Family,Social Media,Basic,mobile,10.0,1560.81,9.5,0.0,7.2,59100.0,cash,0
100115,2024-10-14,2026-03-26,18.0,Prague,Prague,Young Professional,Paid Ads,Basic,desktop,3.0,554.02,24.3,6.0,3.0,58900.0,card,0
100116,2022-02-10,2026-04-23,25.0,Brno,BRN,Young Professional,Paid Ads,Plus,mobile,6.0,1392.52,16.3,1.0,7.8,70200.0,card,0
100117,2024-11-10,2026-04-12,38.0,Ostrava,ostrava,Young Professional,Paid Ads,Premium,tablet,19.0,8095.07,24.9,3.0,7.7,36500.0,paypal,0
100118,2022-05-15,2026-03-26,47.0,Olomouc,Olomouc,Young Professional,Organic Search,Basic,mobile,6.0,545.17,8.5,2.0,6.7,42400.0,bank_transfer,0
100119,2022-07-20,2026-04-19,39.0,Ostrava,ostrava,Family,Partner,Business,tablet,23.0,14029.48,6.9,0.0,8.4,98000.0,card,0
100120,2024-02-19,2026-04-25,36.0,Prague,PRG,Student,Organic Search,Plus,mobile,5.0,655.91,16.1,0.0,5.5,24400.0,card,0
100121,2023-03-03,2025-12-06,58.0,Other,Unknown,Student,Social Media,Premium,desktop,0.0,0.0,4.1,4.0,2.9,37100.0,bank_transfer,0
100122,2024-11-22,2026-04-25,28.0,Brno,brno,Young Professional,Email Campaign,Basic,desktop,13.0,3729.13,1.3,0.0,7.7,65000.0,paypal,0
100123,2024-12-07,2026-04-15,60.0,Ostrava,ostrava,Young Professional,Direct,Plus,mobile,6.0,0.0,15.0,3.0,8.2,36700.0,card,0
100124,2023-05-18,2026-04-23,46.0,Other,Unknown,Retired,Organic Search,Premium,desktop,10.0,2500.67,29.8,1.0,7.1,15900.0,cash,0
100125,2023-02-11,2026-04-22,57.0,Other,Other,Young Professional,Organic Search,Premium,mobile,12.0,2368.63,9.2,0.0,10.0,33600.0,card,0
100126,2024-03-15,2025-11-25,26.0,Other,Unknown,Young Professional,Referral,Plus,mobile,0.0,0.0,1.3,0.0,4.9,20700.0,card,0
100127,2022-04-09,2026-03-27,33.0,Prague,Praha,Student,Paid Ads,Plus,mobile,5.0,694.79,25.3,,,28200.0,bank_transfer,0
100128,2023-11-15,2026-04-12,19.0,Other,Unknown,Small Business,Paid Ads,Premium,mobile,14.0,1426.17,20.9,4.0,6.1,151700.0,card,0
100129,2023-12-27,2026-04-23,42.0,Ostrava,ostrava,Young Professional,Organic Search,Basic,desktop,7.0,763.38,12.7,1.0,6.4,34700.0,bank_transfer,0
100130,2024-08-18,2026-04-20,42.0,Prague,prague,Young Professional,Paid Ads,Premium,desktop,10.0,1635.66,17.2,1.0,6.7,67200.0,card,0
100131,2023-09-05,2025-11-25,64.0,Other,Other,Family,Paid Ads,Basic,desktop,7.0,1307.07,9.4,2.0,7.0,42400.0,bank_transfer,1
100132,2023-10-05,2026-04-23,39.0,Prague,prague,Student,Organic Search,Premium,mobile,9.0,1804.84,21.2,2.0,9.0,41300.0,card,0
100133,2024-10-25,2026-04-14,18.0,Other,other,Small Business,,Premium,mobile,17.0,5599.18,40.1,0.0,7.7,46000.0,bank_transfer,0
100134,2025-05-26,2026-03-20,50.0,Prague,Prague,Family,Organic Search,Basic,tablet,7.0,1507.64,5.3,2.0,4.8,64200.0,card,0
100135,2023-05-18,2026-04-22,26.0,,brno,Young Professional,Direct,Plus,tablet,13.0,717.65,12.4,2.0,5.5,28600.0,card,0
100136,2025-11-06,2026-04-14,21.0,Prague,Praha,Young Professional,Social Media,Basic,desktop,5.0,508.42,22.1,5.0,3.0,85500.0,bank_transfer,0
100137,2023-02-02,2026-04-20,47.0,Other,Unknown,Family,Referral,Plus,desktop,12.0,2068.89,0.0,3.0,5.6,46400.0,bank_transfer,0
100138,2024-11-23,2026-04-17,28.0,Prague,prague,Retired,Organic Search,Basic,mobile,5.0,346.51,5.3,0.0,6.9,44900.0,card,0
100139,2024-03-05,2026-04-27,30.0,Olomouc,Olomouc,Family,Email Campaign,Basic,desktop,4.0,776.01,5.6,0.0,5.2,59200.0,bank_transfer,0
100140,2024-12-23,2025-11-13,56.0,Plzen,plzeň,Young Professional,Organic Search,Plus,mobile,0.0,0.0,4.7,2.0,4.0,25000.0,bank_transfer,0
100141,2022-07-26,2026-04-26,45.0,Liberec,Liberec,Young Professional,Partner,Basic,desktop,12.0,2308.81,7.2,1.0,5.3,25800.0,,0
100142,2024-11-04,2026-04-14,46.0,Liberec,liberec,Young Professional,Direct,Premium,mobile,12.0,1966.44,21.1,1.0,7.3,50600.0,,0
100143,2024-06-10,2026-04-18,20.0,Prague,Prague,Family,Referral,Basic,mobile,11.0,1555.99,8.3,2.0,7.9,73800.0,bank_transfer,0
100144,2024-05-13,2026-04-19,47.0,Brno,Brno,Family,Social Media,Plus,desktop,10.0,1106.42,2.2,1.0,6.2,64200.0,bank_transfer,0
100145,2024-01-13,2026-04-06,34.0,Brno,brno,Young Professional,Organic Search,Plus,desktop,9.0,2606.32,13.8,2.0,,59000.0,bank_transfer,0
100146,2025-06-18,2026-04-18,32.0,Other,Other,Small Business,Referral,Basic,mobile,13.0,853.67,7.8,0.0,7.9,64100.0,card,0
100147,2023-07-18,2026-04-06,43.0,Liberec,Liberec,Young Professional,Email Campaign,Premium,mobile,22.0,5108.68,2.6,1.0,8.5,33900.0,card,0
100148,2024-10-17,2026-04-03,38.0,Olomouc,olomouc,Family,Organic Search,Plus,mobile,8.0,1784.18,1.6,2.0,7.1,29600.0,bank_transfer,0
100149,2022-04-06,2026-04-09,19.0,Brno,brno,Young Professional,Organic Search,Premium,desktop,11.0,3377.1,5.0,1.0,7.9,74300.0,card,0
100150,2023-04-30,2026-03-31,50.0,Other,Other,Young Professional,Email Campaign,Basic,tablet,3.0,319.97,3.4,1.0,3.7,37900.0,paypal,0
100151,2025-12-01,2026-04-25,52.0,Prague,Praha,Family,Referral,Basic,mobile,10.0,891.33,4.6,3.0,6.8,37200.0,card,0
100152,2023-12-15,2026-04-25,30.0,Prague,prague,Small Business,Social Media,Plus,mobile,7.0,1194.7,28.0,0.0,8.6,66000.0,bank_transfer,0
100153,2024-01-19,2026-04-28,46.0,Olomouc,olomouc,Small Business,Email Campaign,Basic,desktop,11.0,1248.26,22.6,1.0,6.2,70800.0,card,0
100154,2025-04-09,2026-04-25,50.0,Ostrava,Ostrava,Family,Organic Search,Premium,desktop,13.0,3117.56,11.6,0.0,9.6,51300.0,bank_transfer,0
100155,2023-06-25,2026-04-15,18.0,Ostrava,Ostrava,Young Professional,Referral,Basic,desktop,11.0,1175.91,9.5,4.0,6.8,58600.0,card,0
100156,2024-11-25,2026-04-14,31.0,Brno,Brno,Student,Social Media,Premium,desktop,5.0,2417.57,15.8,0.0,6.9,29000.0,card,0
100157,2023-06-09,2026-03-29,18.0,Prague,Praha,Family,Social Media,Premium,mobile,14.0,4347.82,7.2,2.0,7.5,41000.0,card,0
100158,2026-12-01,2026-04-07,46.0,Prague,Praha,Student,Direct,Plus,mobile,7.0,649.45,5.3,1.0,5.7,28400.0,card,0
100159,2025-06-20,2026-04-10,44.0,Brno,BRN,Retired,Referral,Basic,mobile,10.0,495.33,4.2,3.0,6.9,29200.0,card,0
100160,2025-01-14,2026-04-24,29.0,Ostrava,ostrava,Young Professional,Paid Ads,Basic,tablet,6.0,549.39,31.8,1.0,4.6,36700.0,card,0
100161,2023-08-01,2026-04-25,36.0,Other,Other,Family,Email Campaign,Plus,mobile,13.0,2714.71,9.0,1.0,,64300.0,cash,0
100162,2023-11-13,2025-12-06,33.0,Brno,BRN,Student,Direct,Plus,mobile,7.0,1043.49,7.9,2.0,6.2,38000.0,card,1
100163,2023-07-11,2026-03-22,18.0,Other,Other,Retired,Paid Ads,Basic,mobile,6.0,293.85,41.7,,,42300.0,card,0
100164,2025-11-15,2026-04-21,55.0,Prague,Prague,Young Professional,Email Campaign,Basic,mobile,6.0,768.64,5.3,1.0,6.5,56000.0,paypal,0
100165,2023-10-08,2026-04-13,41.0,Prague,PRG,Young Professional,Organic Search,Plus,mobile,9.0,2223.25,0.7,3.0,5.4,66000.0,card,0
100166,2024-03-06,2026-01-13,36.0,Prague,Prague,Young Professional,Organic Search,Plus,desktop,0.0,0.0,14.8,7.0,2.4,55600.0,paypal,0
100167,2024-11-17,2026-04-29,36.0,Ostrava,ostrava,Family,Paid Ads,Premium,unknown,7.0,2170.06,35.7,0.0,9.5,39600.0,card,0
100168,2025-09-25,2026-04-22,47.0,Prague,PRG,Young Professional,Paid Ads,Basic,mobile,6.0,779.93,16.6,2.0,9.3,34900.0,card,0
100169,2025-09-16,2026-04-02,18.0,Liberec,Liberec,Young Professional,Organic Search,Business,mobile,15.0,7588.59,7.9,1.0,7.4,26400.0,card,0
100170,2025-10-03,2027-05-10,27.0,Prague,Prague,Student,Organic Search,Business,mobile,10.0,2944.81,18.3,2.0,6.7,32400.0,card,0
100171,2025-06-08,2026-04-17,41.0,,ostrava,Student,Email Campaign,Basic,mobile,3.0,553.62,5.1,5.0,,23600.0,paypal,0
100172,2022-07-09,2026-04-26,53.0,Brno,brno,Family,Email Campaign,Basic,desktop,11.0,1396.42,5.3,3.0,4.6,66800.0,card,0
100173,2025-06-02,2026-04-14,18.0,Prague,prague,Young Professional,Organic Search,Basic,tablet,10.0,1371.97,31.5,2.0,5.4,69500.0,card,0
100174,2023-11-09,2026-03-24,51.0,Plzen,Pilsen,Small Business,Referral,Basic,mobile,12.0,1084.34,8.2,2.0,7.3,130100.0,card,0
100175,2025-11-01,2026-04-06,29.0,Brno,BRN,Small Business,,Basic,mobile,11.0,1432.81,24.5,3.0,5.3,98000.0,,0
100176,2025-07-30,2026-04-13,34.0,Prague,PRG,Family,Referral,Plus,tablet,8.0,3355.52,3.0,1.0,6.3,57900.0,card,0
